TI,signal
0.1,0.56395
0.11637,0.61089
0.13543,0.46375
0.15761,0.52429
0.18341,0.40089
0.21345,0.37113
0.2484,0.32925
0.28907,0.18991
0.3364,0.30842
0.39149,0.12313
0.45559,0.13816
0.53019,0.074185
0.61701,0.068649
0.71804,0.11425
0.83561,0.32636
0.97244,0.34922
1.1317,0.35237
1.317,0.40877
1.5326,0.50781
1.7836,0.54015
2.0756,0.67061
2.4155,0.66924
2.811,0.57475
3.2713,0.81699
3.807,0.76497
4.4303,0.81153
5.1558,0.75342
6,0.73873
